,Idade,Altura,Peso,Sexo,Cor dos Olhos,Cor do Cabelo,Causa Morte,Local Morte,Raça,Classe Social,Serial Killer Real
551,14.55,1.7,78.5,Masculino,Castanho,Preto,Envenenamento,Escola,Negra,Classe Alta,Desconhecido
1012,25.32,1.44,69.26,Feminino,Verde,Ruivo,Envenenamento,Rua,Parda,Classe Alta,Desconhecido
1820,26.67,1.73,83.51,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
530,37.83,1.69,80.29,Feminino,Azul,Ruivo,Contusão,Trabalho,Amarela,Classe Baixa,Desconhecido
301,35.48,1.49,33.08,Masculino,Verde,Ruivo,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido
482,40.76,1.45,86.32,Feminino,Preto,Loiro,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
720,49.58,1.74,58.68,Masculino,Verde,Loiro,Esfaqueamento,Rua,Parda,Classe Média,Desconhecido
1706,28.22,1.52,86.9,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1243,54.5,1.52,55.92,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Desconhecido
750,44.25,1.69,62.39,Masculino,Verde,Ruivo,Envenenamento,Casa,Branca,Classe Baixa,Desconhecido
106,23.17,1.72,63.48,Feminino,Preto,Ruivo,Envenenamento,Rua,Parda,Classe Média,Desconhecido
14,14.74,1.42,67.99,Feminino,Azul,Castanho,Envenenamento,Casa,Parda,Classe Alta,Desconhecido
220,36.56,1.41,48.47,Feminino,Verde,Loiro,Contusão,Casa,Branca,Classe Média,Desconhecido
70,28.44,1.48,39.66,Masculino,Verde,Preto,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
10,40.08,1.63,39.15,Feminino,Castanho,Preto,Esfaqueamento,Casa,Negra,Classe Alta,Desconhecido
525,43.02,1.82,47.14,Masculino,Preto,Preto,Contusão,Rua,Amarela,Classe Média,Desconhecido
210,23.93,1.8,56.13,Feminino,Azul,Castanho,Contusão,Rua,Negra,Classe Média,Desconhecido
1747,32.05,1.76,59.25,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
675,45.42,1.47,53.7,Masculino,Preto,Ruivo,Envenenamento,Rua,Branca,Classe Alta,Desconhecido
1296,16.63,1.44,41.81,Masculino,Castanho,Preto,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido
929,16.8,1.8,52.69,Feminino,Castanho,Ruivo,Contusão,Escola,Negra,Classe Média,Desconhecido
45,28.3,1.59,53.23,Feminino,Verde,Preto,Envenenamento,Rua,Parda,Classe Média,Desconhecido
831,23.64,1.76,40.69,Feminino,Castanho,Ruivo,Envenenamento,Rua,Negra,Classe Baixa,Desconhecido
1737,26.98,1.87,64.29,Feminino,Castanho,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
807,19.5,1.9,84.14,Masculino,Azul,Ruivo,Estrangulamento,Escola,Amarela,Classe Alta,Desconhecido
628,57.32,1.79,72.2,Masculino,Preto,Castanho,Esfaqueamento,Escola,Branca,Classe Alta,Desconhecido
287,28.82,1.41,51.7,Feminino,Preto,Castanho,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido
410,48.54,1.83,88.93,Feminino,Preto,Castanho,Contusão,Trabalho,Branca,Classe Baixa,Desconhecido
919,50.8,1.52,47.71,Masculino,Castanho,Castanho,Esfaqueamento,Escola,Parda,Classe Alta,Desconhecido
1691,27.04,1.8,75.4,Masculino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Média,Roberto Chimarildo Tomáz
749,13.82,1.74,51.52,Feminino,Verde,Preto,Envenenamento,Escola,Branca,Classe Média,Desconhecido
386,45.98,1.79,37.61,Feminino,Castanho,Preto,Envenenamento,Escola,Negra,Classe Baixa,Desconhecido
1160,45.82,1.53,49.26,Feminino,Preto,Preto,Esfaqueamento,Escola,Branca,Classe Baixa,Desconhecido
671,31.65,1.72,50.37,Masculino,Verde,Ruivo,Envenenamento,Rua,Amarela,Classe Baixa,Desconhecido
661,25.32,1.82,41.28,Masculino,Preto,Loiro,Esfaqueamento,Casa,Amarela,Classe Alta,Desconhecido
1517,34.8,1.75,62.4,Masculino,Castanho,Preto,Envenenamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva
1646,39.65,1.74,64.25,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1080,24.17,1.54,83.13,Masculino,Preto,Preto,Esfaqueamento,Escola,Amarela,Classe Baixa,Desconhecido
652,16.68,1.82,61.22,Masculino,Verde,Ruivo,Contusão,Escola,Amarela,Classe Média,Desconhecido
48,13.87,1.5,83.41,Masculino,Verde,Castanho,Envenenamento,Escola,Branca,Classe Alta,Desconhecido
1018,28.12,1.45,43.54,Feminino,Verde,Loiro,Contusão,Escola,Parda,Classe Média,Desconhecido
722,15.47,1.74,41.01,Feminino,Castanho,Loiro,Contusão,Rua,Parda,Classe Média,Desconhecido
406,43.04,1.85,44.3,Feminino,Castanho,Loiro,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
690,52.03,1.83,89.49,Masculino,Castanho,Ruivo,Estrangulamento,Casa,Amarela,Classe Baixa,Desconhecido
1297,21.94,1.47,34.61,Feminino,Azul,Ruivo,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido
987,24.27,1.45,60.62,Masculino,Preto,Castanho,Contusão,Escola,Negra,Classe Média,Desconhecido
1326,23.41,1.82,43.53,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
83,17.62,1.43,30.79,Masculino,Castanho,Preto,Contusão,Casa,Negra,Classe Média,Desconhecido
447,11.11,1.89,77.5,Masculino,Azul,Preto,Envenenamento,Rua,Branca,Classe Alta,Desconhecido
611,52.49,1.55,66.94,Masculino,Castanho,Preto,Estrangulamento,Trabalho,Parda,Classe Baixa,Desconhecido
1206,55.78,1.44,72.48,Masculino,Azul,Loiro,Estrangulamento,Casa,Branca,Classe Média,Desconhecido
1075,42.87,1.82,66.63,Masculino,Preto,Ruivo,Envenenamento,Rua,Negra,Classe Alta,Desconhecido
273,10.59,1.65,42.48,Masculino,Castanho,Ruivo,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido
1059,11.87,1.57,79.03,Masculino,Preto,Loiro,Envenenamento,Trabalho,Negra,Classe Baixa,Desconhecido
1710,44.33,1.42,79.61,Masculino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
1770,14.61,1.71,75.52,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
1740,30.75,1.86,80.79,Feminino,Castanho,Ruivo,Estrangulamento,Escola,Parda,Classe Alta,Roberto Chimarildo Tomáz
1141,10.02,1.76,35.58,Masculino,Preto,Loiro,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
1348,46.95,1.52,46.71,Feminino,Azul,Ruivo,Estrangulamento,Rua,Branca,Classe Média,ElBigodon Camacho
1200,40.65,1.89,45.36,Feminino,Azul,Preto,Contusão,Escola,Branca,Classe Baixa,Desconhecido
460,32.32,1.86,41.31,Feminino,Preto,Loiro,Contusão,Rua,Branca,Classe Alta,Desconhecido
96,46.09,1.5,70.55,Masculino,Preto,Castanho,Esfaqueamento,Casa,Amarela,Classe Baixa,Desconhecido
930,45.32,1.88,64.42,Feminino,Preto,Ruivo,Estrangulamento,Rua,Parda,Classe Média,Desconhecido
1615,43.04,1.62,60.99,Feminino,Castanho,Preto,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
404,15.11,1.8,59.95,Feminino,Verde,Ruivo,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
425,50.08,1.58,81.14,Masculino,Azul,Ruivo,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido
486,19.91,1.58,79.56,Masculino,Preto,Loiro,Contusão,Trabalho,Amarela,Classe Média,Desconhecido
828,14.4,1.89,67.31,Masculino,Castanho,Loiro,Estrangulamento,Trabalho,Branca,Classe Média,Desconhecido
559,45.19,1.74,81.49,Feminino,Castanho,Ruivo,Envenenamento,Casa,Amarela,Classe Média,Desconhecido
996,22.45,1.75,44.36,Feminino,Verde,Loiro,Envenenamento,Casa,Amarela,Classe Média,Desconhecido
112,42.98,1.62,84.13,Feminino,Preto,Castanho,Esfaqueamento,Rua,Branca,Classe Média,Desconhecido
230,50.4,1.68,81.94,Feminino,Azul,Ruivo,Esfaqueamento,Rua,Negra,Classe Média,Desconhecido
753,11.1,1.85,80.52,Masculino,Azul,Loiro,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
316,58.19,1.46,77.44,Feminino,Azul,Preto,Contusão,Rua,Parda,Classe Alta,Desconhecido
1511,40.8,1.4,65.06,Feminino,Verde,Preto,Envenenamento,Casa,Negra,Classe Baixa,Coringon de le pinheirinho Silva
117,42.86,1.63,58.57,Feminino,Verde,Preto,Contusão,Escola,Negra,Classe Média,Desconhecido
1339,16.23,1.43,44.97,Masculino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho
537,51.13,1.76,84.18,Feminino,Verde,Ruivo,Esfaqueamento,Trabalho,Branca,Classe Alta,Desconhecido
1721,21.84,1.78,65.76,Feminino,Verde,Castanho,Estrangulamento,Rua,Amarela,Classe Alta,Roberto Chimarildo Tomáz
515,22.41,1.72,73.93,Masculino,Azul,Preto,Contusão,Rua,Branca,Classe Média,Desconhecido
1082,31.01,1.66,43.41,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido
1125,37.57,1.78,74.24,Masculino,Azul,Preto,Estrangulamento,Escola,Parda,Classe Baixa,Desconhecido
1552,41.2,1.69,60.65,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
579,44.07,1.85,88.72,Feminino,Verde,Ruivo,Estrangulamento,Casa,Amarela,Classe Alta,Desconhecido
822,20.79,1.49,38.08,Feminino,Verde,Loiro,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
714,16.15,1.52,57.86,Masculino,Verde,Preto,Esfaqueamento,Casa,Parda,Classe Alta,Desconhecido
643,12.19,1.87,52.8,Feminino,Castanho,Ruivo,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
1566,37.99,1.73,53.08,Masculino,Castanho,Preto,Envenenamento,Rua,Parda,Classe Média,Coringon de le pinheirinho Silva
1506,40.14,1.73,53.79,Masculino,Castanho,Preto,Estrangulamento,Trabalho,Branca,Classe Média,Coringon de le pinheirinho Silva
785,17.69,1.75,76.12,Masculino,Preto,Loiro,Esfaqueamento,Escola,Branca,Classe Média,Desconhecido
679,51.14,1.61,81.13,Feminino,Castanho,Ruivo,Estrangulamento,Escola,Branca,Classe Média,Desconhecido
15,32.18,1.73,76.65,Masculino,Verde,Loiro,Contusão,Casa,Negra,Classe Alta,Desconhecido
1156,36.68,1.68,40.48,Feminino,Castanho,Castanho,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
206,27.84,1.68,80.41,Feminino,Castanho,Castanho,Envenenamento,Casa,Parda,Classe Média,Desconhecido
1212,53.81,1.42,48.19,Feminino,Preto,Castanho,Estrangulamento,Rua,Negra,Classe Baixa,Desconhecido
754,43.04,1.73,39.54,Feminino,Azul,Loiro,Contusão,Escola,Branca,Classe Baixa,Desconhecido
419,24.41,1.79,70.4,Feminino,Azul,Castanho,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido
701,36.52,1.6,74.05,Feminino,Preto,Castanho,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
1727,31.17,1.84,80.82,Feminino,Verde,Ruivo,Estrangulamento,Casa,Parda,Classe Alta,Roberto Chimarildo Tomáz
362,29.2,1.44,69.77,Masculino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Média,Desconhecido
1093,13.31,1.78,55.5,Masculino,Azul,Castanho,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido
1166,46.68,1.89,77.88,Masculino,Preto,Preto,Envenenamento,Trabalho,Amarela,Classe Alta,Desconhecido
33,55.22,1.51,78.29,Feminino,Castanho,Loiro,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido
126,50.48,1.8,59.41,Masculino,Azul,Loiro,Envenenamento,Casa,Amarela,Classe Alta,Desconhecido
1647,41.28,1.57,53.6,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
280,44.5,1.66,35.14,Feminino,Verde,Castanho,Contusão,Trabalho,Negra,Classe Alta,Desconhecido
1428,11.93,1.5,38.42,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1288,56.76,1.68,50.56,Masculino,Azul,Loiro,Estrangulamento,Casa,Negra,Classe Baixa,Desconhecido
1106,14.73,1.62,55.28,Feminino,Azul,Preto,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
1167,17.35,1.58,44.23,Masculino,Preto,Ruivo,Envenenamento,Trabalho,Parda,Classe Média,Desconhecido
1021,20.7,1.64,34.9,Feminino,Preto,Ruivo,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido
505,49.16,1.66,45.47,Feminino,Preto,Ruivo,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido
1163,45.0,1.56,50.71,Masculino,Preto,Ruivo,Contusão,Trabalho,Branca,Classe Alta,Desconhecido
724,38.52,1.45,75.65,Masculino,Preto,Loiro,Contusão,Casa,Amarela,Classe Média,Desconhecido
20,58.76,1.44,60.77,Masculino,Azul,Loiro,Estrangulamento,Casa,Branca,Classe Baixa,Desconhecido
473,55.74,1.89,33.11,Feminino,Verde,Ruivo,Contusão,Casa,Amarela,Classe Alta,Desconhecido
1417,24.49,1.5,46.02,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
712,33.26,1.53,69.29,Masculino,Azul,Loiro,Estrangulamento,Escola,Negra,Classe Média,Desconhecido
1180,39.84,1.45,79.73,Feminino,Azul,Ruivo,Contusão,Escola,Parda,Classe Baixa,Desconhecido
242,38.48,1.82,30.72,Masculino,Castanho,Castanho,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido
636,51.66,1.55,70.42,Feminino,Verde,Loiro,Estrangulamento,Trabalho,Negra,Classe Baixa,Desconhecido
1578,53.77,1.75,62.45,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
284,25.29,1.62,63.95,Feminino,Preto,Castanho,Contusão,Rua,Branca,Classe Média,Desconhecido
248,33.31,1.59,87.57,Masculino,Azul,Loiro,Estrangulamento,Casa,Negra,Classe Média,Desconhecido
1285,13.5,1.53,48.16,Masculino,Azul,Preto,Contusão,Trabalho,Negra,Classe Baixa,Desconhecido
738,36.89,1.5,41.17,Feminino,Castanho,Ruivo,Estrangulamento,Escola,Branca,Classe Baixa,Desconhecido
606,18.92,1.41,76.52,Feminino,Preto,Loiro,Estrangulamento,Escola,Negra,Classe Alta,Desconhecido
119,33.58,1.73,37.04,Feminino,Castanho,Castanho,Esfaqueamento,Casa,Negra,Classe Baixa,Desconhecido
964,46.2,1.79,86.41,Masculino,Verde,Ruivo,Estrangulamento,Escola,Amarela,Classe Baixa,Desconhecido
509,46.82,1.74,52.75,Feminino,Castanho,Castanho,Esfaqueamento,Casa,Negra,Classe Média,Desconhecido
937,37.6,1.73,58.24,Masculino,Castanho,Castanho,Esfaqueamento,Escola,Negra,Classe Baixa,Desconhecido
315,30.36,1.43,66.65,Masculino,Azul,Preto,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
311,30.1,1.44,42.67,Feminino,Azul,Ruivo,Envenenamento,Casa,Negra,Classe Baixa,Desconhecido
1202,53.66,1.66,84.37,Feminino,Preto,Ruivo,Estrangulamento,Trabalho,Parda,Classe Média,Desconhecido
1410,15.0,1.49,46.85,Masculino,Azul,Loiro,Esfaqueamento,Rua,Negra,Classe Média,ElBigodon Camacho
7,41.19,1.65,85.15,Feminino,Castanho,Ruivo,Contusão,Escola,Amarela,Classe Alta,Desconhecido
1374,13.62,1.44,45.72,Masculino,Verde,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho
247,11.85,1.59,66.45,Feminino,Preto,Ruivo,Contusão,Escola,Amarela,Classe Alta,Desconhecido
342,27.29,1.69,34.37,Masculino,Preto,Preto,Esfaqueamento,Trabalho,Parda,Classe Média,Desconhecido
744,56.7,1.82,41.78,Masculino,Azul,Loiro,Estrangulamento,Casa,Parda,Classe Alta,Desconhecido
1009,12.35,1.87,35.08,Masculino,Preto,Castanho,Esfaqueamento,Escola,Branca,Classe Baixa,Desconhecido
627,31.3,1.65,44.64,Masculino,Azul,Preto,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
225,21.92,1.46,59.92,Feminino,Verde,Preto,Envenenamento,Trabalho,Branca,Classe Alta,Desconhecido
1023,19.87,1.68,34.59,Masculino,Preto,Castanho,Estrangulamento,Casa,Branca,Classe Baixa,Desconhecido
364,39.0,1.64,42.23,Masculino,Verde,Preto,Contusão,Trabalho,Branca,Classe Alta,Desconhecido
217,14.93,1.66,70.74,Feminino,Castanho,Loiro,Contusão,Rua,Parda,Classe Média,Desconhecido
1153,11.5,1.44,51.82,Masculino,Verde,Preto,Estrangulamento,Rua,Parda,Classe Baixa,Desconhecido
947,23.21,1.7,66.08,Feminino,Azul,Loiro,Envenenamento,Escola,Branca,Classe Alta,Desconhecido
774,55.97,1.9,86.64,Masculino,Azul,Loiro,Envenenamento,Rua,Negra,Classe Média,Desconhecido
1499,36.68,1.71,60.72,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
108,53.8,1.79,82.44,Masculino,Azul,Preto,Envenenamento,Escola,Parda,Classe Baixa,Desconhecido
745,54.63,1.74,80.96,Feminino,Castanho,Castanho,Esfaqueamento,Rua,Negra,Classe Baixa,Desconhecido
1192,59.53,1.67,63.38,Masculino,Verde,Preto,Esfaqueamento,Casa,Branca,Classe Baixa,Desconhecido
293,36.11,1.53,73.21,Feminino,Preto,Preto,Estrangulamento,Casa,Branca,Classe Alta,Desconhecido
265,30.37,1.7,89.64,Feminino,Preto,Preto,Esfaqueamento,Trabalho,Negra,Classe Baixa,Desconhecido
1369,24.14,1.49,38.52,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
454,26.74,1.7,76.57,Masculino,Castanho,Preto,Contusão,Rua,Amarela,Classe Média,Desconhecido
1662,30.93,1.74,73.11,Feminino,Verde,Ruivo,Estrangulamento,Escola,Negra,Classe Alta,Roberto Chimarildo Tomáz
1730,21.52,1.84,77.88,Feminino,Verde,Ruivo,Contusão,Casa,Amarela,Classe Alta,Roberto Chimarildo Tomáz
1507,35.3,1.69,58.54,Masculino,Castanho,Ruivo,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1100,12.5,1.54,67.66,Masculino,Preto,Loiro,Contusão,Trabalho,Parda,Classe Baixa,Desconhecido
1521,40.26,1.61,54.74,Feminino,Castanho,Preto,Envenenamento,Casa,Branca,Classe Média,Coringon de le pinheirinho Silva
920,28.73,1.4,86.99,Feminino,Preto,Castanho,Envenenamento,Escola,Negra,Classe Baixa,Desconhecido
1711,20.88,1.7,87.16,Masculino,Verde,Ruivo,Estrangulamento,Casa,Negra,Classe Alta,Roberto Chimarildo Tomáz
688,14.19,1.58,57.58,Masculino,Castanho,Ruivo,Contusão,Trabalho,Parda,Classe Média,Desconhecido
713,34.03,1.4,45.97,Feminino,Azul,Ruivo,Envenenamento,Escola,Negra,Classe Alta,Desconhecido
660,12.78,1.72,66.45,Feminino,Castanho,Preto,Envenenamento,Casa,Amarela,Classe Baixa,Desconhecido
993,32.9,1.84,83.78,Feminino,Azul,Loiro,Estrangulamento,Rua,Amarela,Classe Baixa,Desconhecido
1039,58.14,1.68,63.57,Feminino,Preto,Ruivo,Estrangulamento,Escola,Parda,Classe Média,Desconhecido
228,30.05,1.64,37.77,Masculino,Verde,Loiro,Contusão,Casa,Negra,Classe Baixa,Desconhecido
570,47.09,1.5,56.37,Feminino,Verde,Preto,Estrangulamento,Trabalho,Amarela,Classe Alta,Desconhecido
615,34.24,1.65,63.21,Masculino,Castanho,Preto,Envenenamento,Rua,Amarela,Classe Baixa,Desconhecido
867,46.61,1.41,38.66,Feminino,Azul,Ruivo,Esfaqueamento,Casa,Branca,Classe Média,Desconhecido
1338,17.31,1.6,46.39,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1746,45.17,1.43,83.29,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Baixa,Roberto Chimarildo Tomáz
271,21.35,1.49,85.14,Feminino,Preto,Preto,Estrangulamento,Escola,Branca,Classe Média,Desconhecido
52,37.71,1.67,39.24,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Baixa,Desconhecido
1621,33.23,1.64,61.33,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1813,37.02,1.71,79.48,Feminino,Verde,Ruivo,Estrangulamento,Rua,Parda,Classe Alta,Roberto Chimarildo Tomáz
1570,35.05,1.64,60.34,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
795,19.43,1.7,45.31,Feminino,Preto,Ruivo,Contusão,Casa,Amarela,Classe Alta,Desconhecido
1501,35.36,1.62,65.81,Masculino,Castanho,Preto,Estrangulamento,Casa,Negra,Classe Média,Coringon de le pinheirinho Silva
1498,36.89,1.5,57.94,Feminino,Castanho,Preto,Contusão,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
796,40.72,1.75,83.56,Masculino,Preto,Loiro,Envenenamento,Rua,Amarela,Classe Média,Desconhecido
443,30.95,1.76,88.15,Masculino,Verde,Ruivo,Contusão,Rua,Parda,Classe Média,Desconhecido
810,49.3,1.86,78.23,Masculino,Castanho,Castanho,Esfaqueamento,Trabalho,Branca,Classe Média,Desconhecido
243,26.9,1.52,85.76,Feminino,Azul,Ruivo,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
51,10.19,1.71,84.83,Feminino,Preto,Ruivo,Contusão,Escola,Branca,Classe Alta,Desconhecido
475,53.56,1.56,58.35,Feminino,Castanho,Preto,Esfaqueamento,Rua,Branca,Classe Baixa,Desconhecido
1390,19.6,1.53,42.35,Masculino,Azul,Loiro,Esfaqueamento,Trabalho,Branca,Classe Média,ElBigodon Camacho
288,21.18,1.55,60.54,Feminino,Azul,Castanho,Estrangulamento,Rua,Parda,Classe Alta,Desconhecido
1562,40.88,1.65,61.46,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
543,59.55,1.63,43.03,Feminino,Verde,Preto,Envenenamento,Escola,Parda,Classe Média,Desconhecido
69,49.01,1.76,55.16,Feminino,Verde,Castanho,Estrangulamento,Rua,Parda,Classe Média,Desconhecido
1640,38.71,1.72,66.51,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
663,22.48,1.85,75.72,Masculino,Preto,Ruivo,Contusão,Casa,Parda,Classe Alta,Desconhecido
1371,12.84,1.49,42.24,Masculino,Azul,Loiro,Esfaqueamento,Rua,Branca,Classe Média,ElBigodon Camacho
1474,36.76,1.58,56.75,Feminino,Castanho,Castanho,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
779,52.48,1.57,64.87,Masculino,Castanho,Ruivo,Estrangulamento,Trabalho,Parda,Classe Alta,Desconhecido
1539,44.82,1.73,60.1,Feminino,Azul,Preto,Envenenamento,Casa,Parda,Classe Baixa,Coringon de le pinheirinho Silva
680,18.85,1.71,36.55,Feminino,Azul,Loiro,Contusão,Rua,Negra,Classe Alta,Desconhecido
820,36.96,1.74,89.38,Masculino,Azul,Loiro,Envenenamento,Trabalho,Branca,Classe Média,Desconhecido
946,19.56,1.44,79.33,Masculino,Castanho,Preto,Envenenamento,Trabalho,Parda,Classe Alta,Desconhecido
694,59.24,1.76,37.8,Masculino,Verde,Castanho,Estrangulamento,Trabalho,Amarela,Classe Média,Desconhecido
1159,11.77,1.85,52.67,Feminino,Castanho,Loiro,Envenenamento,Trabalho,Branca,Classe Baixa,Desconhecido
1450,18.96,1.54,40.84,Masculino,Azul,Loiro,Esfaqueamento,Rua,Amarela,Classe Média,ElBigodon Camacho
612,35.74,1.88,61.25,Masculino,Castanho,Preto,Estrangulamento,Casa,Amarela,Classe Média,Desconhecido
991,49.52,1.8,60.1,Masculino,Verde,Loiro,Estrangulamento,Trabalho,Branca,Classe Baixa,Desconhecido
348,33.04,1.74,49.67,Feminino,Verde,Castanho,Contusão,Trabalho,Amarela,Classe Alta,Desconhecido
985,11.82,1.43,52.05,Feminino,Preto,Castanho,Estrangulamento,Rua,Amarela,Classe Alta,Desconhecido
1652,42.15,1.62,53.5,Feminino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Média,Coringon de le pinheirinho Silva
1806,28.54,1.62,85.31,Feminino,Verde,Ruivo,Estrangulamento,Casa,Branca,Classe Alta,Roberto Chimarildo Tomáz
945,12.56,1.6,89.56,Feminino,Castanho,Loiro,Esfaqueamento,Rua,Negra,Classe Média,Desconhecido
616,44.6,1.49,48.8,Masculino,Castanho,Ruivo,Envenenamento,Rua,Amarela,Classe Alta,Desconhecido
891,19.99,1.46,73.69,Masculino,Preto,Ruivo,Envenenamento,Escola,Branca,Classe Baixa,Desconhecido
1606,43.41,1.62,64.53,Masculino,Castanho,Preto,Envenenamento,Casa,Parda,Classe Alta,Coringon de le pinheirinho Silva
358,26.05,1.76,63.69,Feminino,Castanho,Preto,Esfaqueamento,Escola,Amarela,Classe Alta,Desconhecido
133,46.23,1.52,81.53,Feminino,Azul,Castanho,Contusão,Rua,Parda,Classe Baixa,Desconhecido
466,42.85,1.4,30.14,Masculino,Azul,Castanho,Esfaqueamento,Escola,Branca,Classe Alta,Desconhecido
